"edge","parent","child","depth_start","depth_end","interval_length","value","color_bin","rate_for_flagging","rate_flag","rate_flag_source","is_near_zero","is_high_outlier","rate_category","mean","median","sd","q025","q975","highest_density_interval_low","highest_density_interval_high","n","ci_width","highest_density_interval_width","cv","clade_key","descendant_tips","descendant_examples"
70,106,15,19.353947,35.321257,15.96731,-16.0086110958155,2,1.11570283893104e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0086110958155,-15.4298655017345,1.27390177062657,-17.6768476288946,-14.8130229621605,-17.697874245831,-14.7566306136718,6,2.86382466673411,2.94124363215922,0.0795760333611671,"Heimenia_ensis",1,"Heimenia ensis"
7,107,108,11.256923,12.000537,0.743614000000001,-16.0093980854179,2,1.1148251378136e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0093980854179,-16.0409804498626,0.477521175843529,-16.5217464627027,-15.3206527367034,-16.5280168403986,-15.2661108233458,6,1.20109372599922,1.26190601705288,0.0298275533718208,"Cathlorhynchus_trismodipterus | Chirodipterus_australis | Chirodipterus_wildungensis | Diabolepis_speratus | Dipnorhynchus_cathlesae | Dipnorhynchus_kurikae | Dipnorhynchus_sussmilchi | Dipterus_valenciennesi | Griphognathus_sculpta | Griphognathus_whitei | Holodipterus_gogoensis | Holodipterus_santacrucensis | Iowadipterus_halli | Orlovichthys_limnatis | Pillararhynchus_longi | Rhinodipterus_kimberleyensis | Rhinodipterus_ulrichi | Rhynchodipterus_elginensis | Robinsondipterus_longi | Speonesydrion_iani | Uranolophus_wyomingensis",21,"Cathlorhynchus trismodipterus; Chirodipterus australis; ..."
48,107,39,11.256923,17.058503,5.80158,-16.0093980854179,2,1.1148251378136e-07,"regular","value",FALSE,FALSE,"-17 to -16",-16.0093980854179,-16.0409804498626,0.477521175843529,-16.5217464627027,-15.3206527367034,-16.5280168403986,-15.2661108233458,6,1.20109372599922,1.26190601705288,0.0298275533718209,"Youngolepis_praecursor",1,"Youngolepis praecursor"
12,115,116,35.6673,38.078728,2.411428,-16.2482948860505,2,8.77920500923157e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.2482948860505,-15.8047695241781,1.05262151251459,-18.0836377967064,-15.5744052087794,-18.3490797724695,-15.5482725235205,6,2.50923258792703,2.80080724894898,0.0647835062015212,"Chirodipterus_australis | Chirodipterus_wildungensis | Griphognathus_sculpta | Griphognathus_whitei | Holodipterus_gogoensis | Holodipterus_santacrucensis | Orlovichthys_limnatis | Pillararhynchus_longi | Rhinodipterus_kimberleyensis | Rhinodipterus_ulrichi | Rhynchodipterus_elginensis | Robinsondipterus_longi",12,"Chirodipterus australis; Chirodipterus wildungensis; ..."
35,115,34,35.6673,42.29099,6.62369,-16.2482948860505,2,8.77920500923157e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.2482948860505,-15.8047695241781,1.0526215125146,-18.0836377967064,-15.5744052087794,-18.3490797724695,-15.5482725235205,6,2.50923258792703,2.80080724894898,0.0647835062015212,"Dipterus_valenciennesi",1,"Dipterus valenciennesi"
52,97,98,16.12517,17.653706,1.528536,-16.5677280933718,2,6.37862559762886e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.5677280933718,-16.4195229349131,0.918677914119957,-17.6768476288946,-15.3513462910681,-17.697874245831,-15.2451638657185,6,2.32550133782649,2.45271038011246,0.0554498425458521,"Asperocephalus_milleri | Asperocephalus_sp | Durialepis_edentatus | Glyptolepis_paucidens | Heimenia_ensis | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Laccognathus_embryi | Quebecius_quebecensis",10,"Asperocephalus milleri; Asperocephalus sp; ..."
71,97,16,16.12517,34.85982,18.73465,-16.5677280933718,2,6.37862559762886e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.5677280933718,-16.4195229349131,0.918677914119956,-17.6768476288946,-15.3513462910681,-17.697874245831,-15.2451638657185,6,2.32550133782649,2.45271038011246,0.055449842545852,"Porolepis_brevis",1,"Porolepis brevis"
3,89,92,5.781789,6.796867,1.015078,-16.6480327151284,2,5.88642015186346e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.6480327151284,-15.1037327644753,4.90413373051534,-25.1694097450755,-13.6278745772681,-26.5135389398748,-13.6027183629467,6,11.5415351678075,12.9108205769281,0.294577372259658,"Arquatichthys_porosus | Asperocephalus_milleri | Asperocephalus_sp | Cathlorhynchus_trismodipterus | Chirodipterus_australis | Chirodipterus_wildungensis | Cryptolepis_grossi | Diabolepis_speratus | Diplocercides_kayseri | Dipnorhynchus_cathlesae | Dipnorhynchus_kurikae | Dipnorhynchus_sussmilchi | Dipterus_valenciennesi | Durialepis_edentatus | Eusthenopteron_foordi | Eusthenopteron_jenkinsi | Eusthenopteron_saevesoederberghi | Glyptolepis_paucidens | Gogonasus_andrewsae | Griphognathus_sculpta | Griphognathus_whitei | Gyroptychius_groenlandicus | Gyroptychius_milleri | Heimenia_ensis | Holodipterus_gogoensis | Holodipterus_santacrucensis | Holoptychius_bergmanni | Holoptychius_giganteus | Holoptychius_jarviki | Hyneria_lindae | Iowadipterus_halli | Jarvikina_wenjukowi | Kenichthys_campbelli | Koharalepis_jarviki | Laccognathus_embryi | Latvius_grewingki | Latvius_sp | Litoptychus_bryanti | Medoevia_lata | Megalichthys_mullisoni | Miguashaia_grossi | Ngamugawi_wirngarri | Onychodus_jandemarrai | Orlovichthys_limnatis | Osteolepis_sp | Panderichthys_sp | Pillararhynchus_longi | Platycephalichthys_bischoffi | Platycephalichthys_skuenicus | Polyplocodus_leptognathus | Porolepis_brevis | Powichthys_thorsteinssoni | Quebecius_quebecensis | Rhinodipterus_kimberleyensis | Rhinodipterus_ulrichi | Rhynchodipterus_elginensis | Robinsondipterus_longi | Speonesydrion_iani | Spodichthys_buetleri | Strunius_rolandi | Styloichthys_changae | Thursius_estonicus | Tiktaalik_roseae | Tungsenia_paradoxa | Uranolophus_wyomingensis | Youngolepis_praecursor",66,"Arquatichthys porosus; Asperocephalus milleri; ..."
134,89,90,5.781789,6.475069,0.69328,-16.6480327151284,2,5.88642015186346e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.6480327151284,-15.1037327644753,4.90413373051534,-25.1694097450755,-13.6278745772681,-26.5135389398748,-13.6027183629467,6,11.5415351678075,12.9108205769281,0.294577372259658,"Achoania_jarvikii | Guiyu_oneiros | Psarolepis_romeri",3,"Achoania jarvikii; Guiyu oneiros; ..."
135,90,91,6.475069,13.126007,6.650938,-16.6480327151284,2,5.88642015186346e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.6480327151284,-15.1037327644753,4.90413373051534,-25.1694097450755,-13.6278745772681,-26.5135389398748,-13.6027183629467,6,11.5415351678075,12.9108205769281,0.294577372259658,"Achoania_jarvikii | Psarolepis_romeri",2,"Achoania jarvikii; Psarolepis romeri"
136,91,2,13.126007,17.257004,4.130997,-16.6480327151284,2,5.88642015186346e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.6480327151284,-15.1037327644753,4.90413373051534,-25.1694097450755,-13.6278745772681,-26.5135389398748,-13.6027183629467,6,11.5415351678075,12.9108205769281,0.294577372259658,"Achoania_jarvikii",1,"Achoania jarvikii"
137,91,3,13.126007,17.411056,4.285049,-16.6480327151284,2,5.88642015186346e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.6480327151284,-15.1037327644753,4.90413373051534,-25.1694097450755,-13.6278745772681,-26.5135389398748,-13.6027183629467,6,11.5415351678075,12.9108205769281,0.294577372259658,"Psarolepis_romeri",1,"Psarolepis romeri"
138,90,4,6.475069,6.538333,0.0632640000000002,-16.6480327151284,2,5.88642015186346e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.6480327151284,-15.1037327644753,4.90413373051534,-25.1694097450755,-13.6278745772681,-26.5135389398748,-13.6027183629467,6,11.5415351678075,12.9108205769281,0.294577372259658,"Guiyu_oneiros",1,"Guiyu oneiros"
141,158,159,14.949413,19.923587,4.974174,-16.9299540871652,2,4.44032093632141e-08,"regular","value",FALSE,FALSE,"-17 to -16",-16.9299540871652,-17.1880831113382,1.32307577186039,-18.400513594018,-15.3551372490344,-18.4718971690061,-15.3350442383446,6,3.04537634498366,3.13685293066152,0.078149991727587,"Austelliscus_ferox | Cuneognathus_gardineri | Gogosardina_coatesi | Howqualepis_rostridens | Kentuckia_hlavini | Limnomis_delayni | Mimipiscis_bartrami | Mimipiscis_toombsi | Moythomasia_durgaringa | Osorioichthys_marginis | Paleoneiros_clackorum | Raynerius_splendens | Tegeolepis_clarki",13,"Austelliscus ferox; Cuneognathus gardineri; ..."
